,hotelname,score,title,review
1516,Hotel Boss,10,“ Happy .. gd ... thk to all staff ... smile .....need help ...  thk to all .... ”,All OK Bed Stayed in March 2020
1517,Hotel Boss,8.8,Excellent,Clean sheets Stayed in February 2020
1518,Hotel Boss,10,Exceptional,The view from the balcony Stayed in March 2020
1519,Hotel Boss,10,Exceptional,"The staff people are very caring and friendly and I lost my phone at the taxi so I informed to The Who in front officers Mr. Faizal (concierge) really helped me a lot, call to the taxi service and get the vehicle number from there camera to informed to taxi service and you couldn’t believe with in 20 minuets I got my phone (iPhone )from the taxi driver and handover it in the hotel. Really appreciate the services. good luck to hotel boss and all the staff who really concerned about me. Stayed in March 2020"
1520,Hotel Boss,3.0,“ glad to have only been there 1 night ”,"Hard bed, very small room, poor soundproofing, on the 15th floor could still here some traffic and could hear the elevator dings and when other rooms flushed their toiletTiny fridge that barely kept things cold, small gym but big enough for a solo or two occupants Pretty good location, great pool but could have used a little more shade available around the outside Stayed in March 2020"
1521,Hotel Boss,10,“ Perfect stopover ”,"The only negative point was the buffet breakfast. The food wasn’t hot enough. So I would say 9.8 out of 10 for our stay. Really friendly staff. Great pool area. Allowed us to check out late, 13.00 instead of 11.00. We were able to use the pool area until we left for our flight. There was free cold water and ice at the poolside. Also ample clean towels and a shower in the disabled toilet. There are two bars which served nice food which looked like they were rented by the Hotel. Again very nice people. Stayed in February 2020"
1522,Hotel Boss,3.0,“ Nothing nice or great very disappointed not worth the money ”,"Size of bedroom and shower room extremely small, Booking.com should disclose the size of room. Hotel lobby and the car park spacious Stayed in January 2020"
1523,Hotel Boss,9.0,“ Wonderful & Memorable.. ”,We've found some ants in the room during our stay.. definitely some room for improvement on the upkeep of hygiene.. but overall.. the room is pretty clean and well maintained.. 😊 The hotel room with balcony is surprisingly spacious.. provided an excellent view of our beautiful sport hubs.. the location is very convenient with many eateries nearby and just a stone throw away from downtown.. lastly.. thanks for the free upgrade to a bigger room for our 10th wedding anniversary.. 😃👍🏻 Stayed in February 2020
1524,Hotel Boss,10,Exceptional,It was a great experience especially Mr Faisal was very helpful Stayed in February 2020
1525,Hotel Boss,5.0,“ average ”,lack of soap and shampoo and shower room view was good and location was ok Stayed in February 2020
1526,Hotel Boss,3.0,“ Ok... not good ... ”,"Size, No Wardrobe in the Room, They don't even provide IRON to press clothes in the room, Breakfast same menu every day. No late checkout upon request also. Location is good. Well connected to all business districts and commercial centres. Stayed in February 2020"
1527,Hotel Boss,5.0,Fair,We did not get the room as how they advertised it. This was the second time that it happened. The location Stayed in February 2020
1528,Hotel Boss,9.0,Awesome,The rooms are very small it feels so uncomfortable Stayed in February 2020
1529,Hotel Boss,10,“ Travels with the woods ”,"Nothing Great location
Great staff Stayed in February 2020"
1530,Hotel Boss,9.0,“ Good value. ”,Great for an overnight stay while passing through Singapore. On the airport side of town and close enough to walk into Raffles Place and there are loads of restaurants across the road along North Bridge and adjoining roads. Stayed in February 2020
1531,Hotel Boss,2.5,“ Lively place good value ”,Just need more storage space fir clothes suitcases etc Staff and location Stayed in January 2020
1532,Hotel Boss,9.0,“ Worth it ”,Tv youtube was laggy. Wifi isnt really stable as well Expected service and comfortable for the value you spent. Stayed in February 2020
1533,Hotel Boss,4.0,Disappointing,"Checking in was too rigid as hotel insisted that booking name and check in be the same name.  This,  sign in via facebook is not recommended.  House keeping was too eager to complete their task as keep ringing door bell from 10am onwards. Location Stayed in February 2020"
1534,Hotel Boss,5.0,Fair,Room to small Stayed in January 2020
1535,Hotel Boss,4.0,“ Hopefully will clean the room better ”,"Cleaning the room Good location, reasonable rates Stayed in January 2020"
1536,Hotel Boss,10,“ Great stay ”,nothing Great location. Clean and comfortable. Yes rooms are small but didnt bother us. This is our second stay here and we will definately come back again. Stayed in January 2020
1537,Hotel Boss,5.0,“ Hated Hotel Boss ”,"The space was so small The view from the rooms; Price was not worth it, for that price we were expecting bigger rooms Stayed in January 2020"
1538,Hotel Boss,4.0,“ Very very rude staff at check in. Young girl with specs ”,"Staff was so rude on check in
She had specs on
But she was so dam rude
If they don't want foreigners to come to the hotel
Then don't let them come but don't treat someone when they check in like dirt The balcony and pool Stayed in January 2020"
1539,Hotel Boss,10,Exceptional,"Staff very nice and helpful
Value for money
Great location near public transport Stayed in January 2020"
1540,Hotel Boss,9.0,Awesome,"Staff very friendly, small but clean rooms and at a very convenient location if you want to go to Mustafa, Little India, Bay of Gardens (BoG) and attractions close to BoG. Location Stayed in February 2020"
1541,Hotel Boss,9.0,“ Great Location - Value for Money.... Superb Facilities ”,"The breakfast at the Hotel Restaurant was not good. Restaurant staff were not friendly as well. But the breakfast at the Maya Restaurant was really good. Very good location. Near to Restaurants, Train Station. I was able to easily go to the famous Mustafa Centre from here and transportation was quite easy from here. Stayed in January 2020"
1542,Hotel Boss,5.0,Fair,"The room smells  of cigarett, when i checked in. I'm not smoker. The floor is not cleaned. The location is very convenient. Stayed in February 2020"
1543,Hotel Boss,9.0,Awesome,"1. The room was not at all quiet. The noise woke me up Every time someone used the toilet next door
2. The corridor carpet was little dirty and worn out 1. The location
2. Restaurants in the hotel and around. You get all types of food
3. The lobby was spacious
4. Cleanliness and view of the room was nice Stayed in February 2020"
1544,Hotel Boss,8.8,“ Great location ”,"We had some little issues that the staff of the hotel managed faster and with criteria. Very good point and thanks for that. 
The terrace with the swimming pool it’s great and the location it’s very good: there is a bus stop down stairs, taxis at the main entrance and it’s situated walking distance to the metro station and the important attractions. Stayed in January 2020"
1545,Hotel Boss,9.2,"“ The staff were very friendly and helpful, accommodate my request I couldn’t be more happier, thank you ”","Clean and tidy, easy access to main shopping,hop on bus around Stayed in January 2020"
1546,Hotel Boss,5.0,“ So so ”,"The room setting is different from the picture on booking.com. totally different room was given. Really dissapointed. Not much to view on the TV. Car park exit setting. Only given 1 card for per car exit. After i mention that i will need to entry & exit in the night, then only was given 2nd card. Room is clean. Nice view. Quiet. Strategic location. But, pricey for small room Stayed in December 2019"
1547,Hotel Boss,10,Exceptional,"It was at a great location, lots of eating options and we loved staying there! Stayed in January 2020"
1548,Hotel Boss,1.0,“ I wouldn’t suggest it to stay to anyone. Rooms were way very congested! ”,The room is way too small than it was in picture. Worst hotel I have ever stayed whereas they call it 4 star! Nothing to be honest. Stayed in January 2020
1549,Hotel Boss,10,Exceptional,the location Stayed in January 2020
